Record Length,Analog:140000
Sample Interval,CH1:0.0000005000000
Vertical Units,CH1:V,,,
Vertical Scale,CH1:0.20,,,
Vertical Offset,CH1:0.00,,,
Horizontal Units,us,,,
Horizontal Scale,5000.0000000000,,,
Model Number,T3DSO1102 ,,,
Serial Number,T0101C21230350,,,
Software Version,1.3.26,,,
Source,CH1
Second,Volt
 0.00000000000,0.00
 0.00000050000,-0.00800
 0.00000100000,0.01600
 0.00000150000,0.00
 0.00000200000,0.00
 0.00000250000,0.01600
 0.00000300000,0.01600
 0.00000350000,-0.00800
 0.00000400000,0.00
 0.00000450000,0.00
 0.00000500000,0.00
 0.00000550000,0.00
 0.00000600000,0.00800
 0.00000650000,0.00
 0.00000700000,0.00800
 0.00000750000,-0.00800
 0.00000800000,0.00800
 0.00000850000,0.00
 0.00000900000,0.00800
 0.00000950000,-0.00800
 0.00001000000,0.00
 0.00001050000,-0.00800
 0.00001100000,0.00
 0.00001150000,0.01600
 0.00001200000,0.00
 0.00001250000,0.00
 0.00001300000,0.00800
 0.00001350000,0.00800
 0.00001400000,0.00800
 0.00001450000,0.00
 0.00001500000,0.00
 0.00001550000,0.00
 0.00001600000,-0.00800
 0.00001650000,0.00
 0.00001700000,0.00
 0.00001750000,0.00800
 0.00001800000,0.00
 0.00001850000,0.00
 0.00001900000,0.00
 0.00001950000,0.00
 0.00002000000,0.00
 0.00002050000,0.00
 0.00002100000,0.00
 0.00002150000,0.00
 0.00002200000,0.00
 0.00002250000,0.00800
 0.00002300000,-0.00800
 0.00002350000,0.00
 0.00002400000,-0.00800
 0.00002450000,-0.00800
 0.00002500000,-0.00800
 0.00002550000,0.00
 0.00002600000,0.00800
 0.00002650000,0.00800
 0.00002700000,-0.00800
 0.00002750000,-0.00800
 0.00002800000,0.00
 0.00002850000,-0.00800
 0.00002900000,0.00
 0.00002950000,0.00
 0.00003000000,0.00
 0.00003050000,-0.00800
 0.00003100000,0.00
 0.00003150000,0.00
 0.00003200000,0.00
 0.00003250000,0.00
 0.00003300000,0.00
 0.00003350000,0.00
 0.00003400000,0.00
 0.00003450000,0.00
 0.00003500000,-0.00800
 0.00003550000,0.00800
 0.00003600000,0.00
 0.00003650000,-0.00800
 0.00003700000,0.00
 0.00003750000,0.00
 0.00003800000,0.00
 0.00003850000,0.00800
 0.00003900000,-0.01600
 0.00003950000,0.00
 0.00004000000,0.00
 0.00004050000,-0.00800
 0.00004100000,0.00800
 0.00004150000,0.00
 0.00004200000,0.00
 0.00004250000,-0.00800
 0.00004300000,0.00
 0.00004350000,-0.00800
 0.00004400000,0.00
 0.00004450000,0.00800
 0.00004500000,0.00
 0.00004550000,0.00
 0.00004600000,0.00800
 0.00004650000,0.00
 0.00004700000,0.00
 0.00004750000,0.00
 0.00004800000,0.00
 0.00004850000,0.00
 0.00004900000,0.00
 0.00004950000,-0.00800
 0.00005000000,0.00
 0.00005050000,-0.00800
 0.00005100000,-0.01600
 0.00005150000,0.00800
 0.00005200000,0.00800
 0.00005250000,-0.00800
 0.00005300000,0.00
 0.00005350000,0.00
 0.00005400000,0.00800
 0.00005450000,0.00
 0.00005500000,0.00
 0.00005550000,-0.00800
 0.00005600000,0.00
 0.00005650000,0.00
 0.00005700000,0.00
 0.00005750000,0.00
 0.00005800000,0.00
 0.00005850000,0.00
 0.00005900000,0.00800
 0.00005950000,0.00
 0.00006000000,0.00800
 0.00006050000,-0.00800
 0.00006100000,0.00
 0.00006150000,0.00800
 0.00006200000,0.00
 0.00006250000,0.00
 0.00006300000,0.00
 0.00006350000,0.00800
 0.00006400000,0.00
 0.00006450000,0.00
 0.00006500000,-0.00800
 0.00006550000,-0.00800
 0.00006600000,0.00800
 0.00006650000,0.00
 0.00006700000,0.01600
 0.00006750000,-0.00800
 0.00006800000,0.00
 0.00006850000,0.00800
 0.00006900000,-0.00800
 0.00006950000,-0.00800
 0.00007000000,0.00
 0.00007050000,0.00
 0.00007100000,0.01600
 0.00007150000,-0.00800
 0.00007200000,0.00
 0.00007250000,0.00800
 0.00007300000,0.00800
 0.00007350000,0.00
 0.00007400000,0.00800
 0.00007450000,0.00
 0.00007500000,-0.00800
 0.00007550000,0.00
 0.00007600000,0.00
 0.00007650000,0.00
 0.00007700000,0.00
 0.00007750000,-0.00800
 0.00007800000,0.00
 0.00007850000,0.00
 0.00007900000,0.00800
 0.00007950000,0.00
 0.00008000000,0.00
 0.00008050000,0.00
 0.00008100000,0.00800
 0.00008150000,-0.00800
 0.00008200000,0.00
 0.00008250000,0.00800
 0.00008300000,0.01600
 0.00008350000,0.00
 0.00008400000,0.00800
 0.00008450000,0.00
 0.00008500000,0.00
 0.00008550000,-0.01600
 0.00008600000,0.00
 0.00008650000,-0.00800
 0.00008700000,-0.00800
 0.00008750000,0.00
 0.00008800000,0.00800
 0.00008850000,0.00
 0.00008900000,0.00800
 0.00008950000,0.00
 0.00009000000,0.00
 0.00009050000,-0.00800
 0.00009100000,0.00800
 0.00009150000,-0.00800
 0.00009200000,-0.00800
 0.00009250000,0.00
 0.00009300000,0.00800
 0.00009350000,0.00
 0.00009400000,0.00
 0.00009450000,0.00800
 0.00009500000,0.00
 0.00009550000,0.00
 0.00009600000,0.00
 0.00009650000,0.00
 0.00009700000,-0.00800
 0.00009750000,0.00
 0.00009800000,0.00
 0.00009850000,0.00
 0.00009900000,0.00
 0.00009950000,0.00
 0.00010000000,0.00
 0.00010050000,0.00
 0.00010100000,0.00800
 0.00010150000,-0.00800
 0.00010200000,-0.00800
 0.00010250000,0.00
 0.00010300000,0.00
 0.00010350000,0.00
 0.00010400000,0.00
 0.00010450000,0.00
 0.00010500000,0.01600
 0.00010550000,0.00
 0.00010600000,0.00
 0.00010650000,0.00800
 0.00010700000,-0.00800
 0.00010750000,0.00
 0.00010800000,0.00
 0.00010850000,0.00
 0.00010900000,0.00
 0.00010950000,0.00800
 0.00011000000,0.00
 0.00011050000,0.00
 0.00011100000,0.00800
 0.00011150000,-0.00800
 0.00011200000,0.00800
 0.00011250000,0.00
 0.00011300000,0.01600
 0.00011350000,0.00
 0.00011400000,0.00800
 0.00011450000,0.00
 0.00011500000,0.00
 0.00011550000,0.00
 0.00011600000,0.00
 0.00011650000,0.01600
 0.00011700000,0.00
 0.00011750000,0.00800
 0.00011800000,0.00
 0.00011850000,0.00
 0.00011900000,-0.00800
 0.00011950000,0.00
 0.00012000000,0.00
 0.00012050000,0.00
 0.00012100000,0.00
 0.00012150000,-0.02400
 0.00012200000,0.00
 0.00012250000,0.00
 0.00012300000,0.00
 0.00012350000,0.00
 0.00012400000,0.00
 0.00012450000,-0.00800
 0.00012500000,-0.00800
 0.00012550000,0.00
 0.00012600000,0.00
 0.00012650000,-0.00800
 0.00012700000,0.00
 0.00012750000,-0.00800
 0.00012800000,0.00
 0.00012850000,0.00800
 0.00012900000,0.00
 0.00012950000,0.00
 0.00013000000,0.00800
 0.00013050000,0.00
 0.00013100000,0.00
 0.00013150000,-0.00800
 0.00013200000,0.00
 0.00013250000,0.00
 0.00013300000,-0.00800
 0.00013350000,0.00
 0.00013400000,0.00
 0.00013450000,0.00
 0.00013500000,0.00
 0.00013550000,0.00800
 0.00013600000,0.00
 0.00013650000,0.00800
 0.00013700000,0.00800
 0.00013750000,0.00800
 0.00013800000,0.00800
 0.00013850000,0.00
 0.00013900000,-0.00800
 0.00013950000,0.00800
 0.00014000000,0.00
 0.00014050000,0.00
 0.00014100000,-0.00800
 0.00014150000,0.00
 0.00014200000,0.00
 0.00014250000,0.00
 0.00014300000,-0.00800
 0.00014350000,0.00
 0.00014400000,0.00
 0.00014450000,0.00
 0.00014500000,0.00800
 0.00014550000,0.00
 0.00014600000,0.00800
 0.00014650000,0.00
 0.00014700000,-0.00800
 0.00014750000,0.00
 0.00014800000,0.00
 0.00014850000,-0.00800
 0.00014900000,0.00
 0.00014950000,0.00
 0.00015000000,0.00
 0.00015050000,0.00
 0.00015100000,0.00800
 0.00015150000,0.00800
 0.00015200000,0.00
 0.00015250000,0.00
 0.00015300000,-0.00800
 0.00015350000,0.00
 0.00015400000,-0.00800
 0.00015450000,-0.00800
 0.00015500000,0.00800
 0.00015550000,0.00
 0.00015600000,0.00
 0.00015650000,0.00800
 0.00015700000,0.00
 0.00015750000,0.00
 0.00015800000,0.00
 0.00015850000,-0.00800
 0.00015900000,0.00800
 0.00015950000,0.00800
 0.00016000000,0.00
 0.00016050000,0.00800
 0.00016100000,0.00
 0.00016150000,-0.00800
 0.00016200000,0.00800
 0.00016250000,0.00800
 0.00016300000,0.00800
 0.00016350000,0.00
 0.00016400000,0.00800
 0.00016450000,0.00
 0.00016500000,0.00800
 0.00016550000,0.00
 0.00016600000,0.00
 0.00016650000,0.00
 0.00016700000,0.00
 0.00016750000,0.00
 0.00016800000,0.00
 0.00016850000,0.00
 0.00016900000,0.00
 0.00016950000,0.00
 0.00017000000,0.00800
 0.00017050000,0.00800
 0.00017100000,0.00
 0.00017150000,0.00
 0.00017200000,-0.00800
 0.00017250000,0.00
 0.00017300000,0.00
 0.00017350000,0.00
 0.00017400000,-0.00800
 0.00017450000,0.00800
 0.00017500000,-0.00800
 0.00017550000,0.00
 0.00017600000,0.00800
 0.00017650000,0.00
 0.00017700000,0.00
 0.00017750000,0.00
 0.00017800000,-0.00800
 0.00017850000,0.01600
 0.00017900000,0.00
 0.00017950000,0.00800
 0.00018000000,0.00
 0.00018050000,0.00
 0.00018100000,0.00
 0.00018150000,0.00
 0.00018200000,0.00
 0.00018250000,0.00
 0.00018300000,-0.00800
 0.00018350000,0.00800
 0.00018400000,0.00
 0.00018450000,0.00
 0.00018500000,0.00
 0.00018550000,0.00800
 0.00018600000,-0.00800
 0.00018650000,0.00800
 0.00018700000,0.00
 0.00018750000,-0.00800
 0.00018800000,0.00
 0.00018850000,0.00
 0.00018900000,0.00
 0.00018950000,0.00800
 0.00019000000,0.00
 0.00019050000,0.00
 0.00019100000,0.00
 0.00019150000,0.00
 0.00019200000,0.00
 0.00019250000,0.00
 0.00019300000,0.00
 0.00019350000,0.00
 0.00019400000,0.00
 0.00019450000,0.00800
 0.00019500000,0.00
 0.00019550000,-0.00800
 0.00019600000,0.00
 0.00019650000,0.00800
 0.00019700000,0.00800
 0.00019750000,0.00800
 0.00019800000,0.00
 0.00019850000,0.00
 0.00019900000,-0.00800
 0.00019950000,0.00800
 0.00020000000,0.00
 0.00020050000,0.00800
 0.00020100000,-0.00800
 0.00020150000,0.00
 0.00020200000,0.00800
 0.00020250000,0.00
 0.00020300000,-0.00800
 0.00020350000,-0.00800
 0.00020400000,0.00800
 0.00020450000,0.00
 0.00020500000,0.00
 0.00020550000,0.00
 0.00020600000,0.00
 0.00020650000,0.00800
 0.00020700000,0.00
 0.00020750000,0.00800
 0.00020800000,0.00800
 0.00020850000,0.00800
 0.00020900000,0.00
 0.00020950000,0.00
 0.00021000000,0.00
 0.00021050000,0.00800
 0.00021100000,0.00
 0.00021150000,0.00
 0.00021200000,0.00
 0.00021250000,0.00800
 0.00021300000,0.00800
 0.00021350000,0.00
 0.00021400000,0.00
 0.00021450000,0.00800
 0.00021500000,0.00
 0.00021550000,0.00800
 0.00021600000,0.00
 0.00021650000,0.00
 0.00021700000,0.00
 0.00021750000,0.00
 0.00021800000,0.00
 0.00021850000,0.00800
 0.00021900000,0.00800
 0.00021950000,0.00
 0.00022000000,0.00
 0.00022050000,0.00
 0.00022100000,0.00
 0.00022150000,0.00
 0.00022200000,0.00
 0.00022250000,0.00
 0.00022300000,0.00
 0.00022350000,-0.00800
 0.00022400000,0.00800
 0.00022450000,0.00
 0.00022500000,0.00
 0.00022550000,0.00800
 0.00022600000,0.00800
 0.00022650000,0.00800
 0.00022700000,0.00
 0.00022750000,0.00
 0.00022800000,0.00
 0.00022850000,0.00
 0.00022900000,0.00
 0.00022950000,-0.00800
 0.00023000000,-0.00800
 0.00023050000,0.00
 0.00023100000,0.00
 0.00023150000,0.00
 0.00023200000,0.00800
 0.00023250000,0.00
 0.00023300000,0.00
 0.00023350000,0.00
 0.00023400000,0.00800
 0.00023450000,0.00800
 0.00023500000,0.00800
 0.00023550000,0.00800
 0.00023600000,0.00800
 0.00023650000,-0.00800
 0.00023700000,0.00
 0.00023750000,0.00
 0.00023800000,0.00
 0.00023850000,0.00
 0.00023900000,0.00
 0.00023950000,-0.00800
 0.00024000000,-0.00800
 0.00024050000,0.00800
 0.00024100000,-0.00800
 0.00024150000,0.00800
 0.00024200000,0.00
 0.00024250000,0.00
 0.00024300000,0.00
 0.00024350000,-0.00800
 0.00024400000,-0.00800
 0.00024450000,0.00
 0.00024500000,0.00800
 0.00024550000,0.00
 0.00024600000,0.00
 0.00024650000,0.00
 0.00024700000,-0.00800
 0.00024750000,-0.00800
 0.00024800000,-0.00800
 0.00024850000,0.00
 0.00024900000,0.00
 0.00024950000,0.00800
 0.00025000000,-0.00800
 0.00025050000,-0.00800
 0.00025100000,0.00
 0.00025150000,0.00
 0.00025200000,0.00
 0.00025250000,0.00
 0.00025300000,0.00
 0.00025350000,0.00
 0.00025400000,-0.00800
 0.00025450000,0.00800
 0.00025500000,-0.00800
 0.00025550000,-0.00800
 0.00025600000,0.00800
 0.00025650000,0.00
 0.00025700000,0.00
 0.00025750000,0.00
 0.00025800000,0.00800
 0.00025850000,0.00
 0.00025900000,0.00
 0.00025950000,0.00
 0.00026000000,0.00
 0.00026050000,-0.01600
 0.00026100000,0.00
 0.00026150000,-0.00800
 0.00026200000,0.00
 0.00026250000,0.00
 0.00026300000,0.00800
 0.00026350000,-0.00800
 0.00026400000,0.00
 0.00026450000,0.00800
 0.00026500000,0.00
 0.00026550000,0.00
 0.00026600000,0.00
 0.00026650000,0.00800
 0.00026700000,0.00
 0.00026750000,0.00
 0.00026800000,0.00800
 0.00026850000,0.00
 0.00026900000,0.00
 0.00026950000,-0.00800
 0.00027000000,0.00800
 0.00027050000,0.00800
 0.00027100000,0.00
 0.00027150000,0.00800
 0.00027200000,0.00
 0.00027250000,0.00
 0.00027300000,0.00
 0.00027350000,0.00800
 0.00027400000,0.00800
 0.00027450000,0.00
 0.00027500000,0.00
 0.00027550000,0.00
 0.00027600000,0.00
 0.00027650000,0.00
 0.00027700000,0.00
 0.00027750000,0.00800
 0.00027800000,0.00
 0.00027850000,0.00
 0.00027900000,0.00
 0.00027950000,0.00
 0.00028000000,0.00800
 0.00028050000,0.00
 0.00028100000,0.00
 0.00028150000,0.00
 0.00028200000,0.00
 0.00028250000,0.00800
 0.00028300000,0.00800
 0.00028350000,0.01600
 0.00028400000,0.00
 0.00028450000,-0.00800
 0.00028500000,-0.00800
 0.00028550000,0.00800
 0.00028600000,0.00
 0.00028650000,0.00800
 0.00028700000,0.00800
 0.00028750000,0.00800
 0.00028800000,-0.00800
 0.00028850000,0.00
 0.00028900000,0.00800
 0.00028950000,-0.00800
 0.00029000000,0.00800
 0.00029050000,0.00
 0.00029100000,-0.00800
 0.00029150000,0.00800
 0.00029200000,0.00
 0.00029250000,0.00
 0.00029300000,0.00
 0.00029350000,0.00800
 0.00029400000,0.00
 0.00029450000,-0.00800
 0.00029500000,0.00
 0.00029550000,0.00
 0.00029600000,0.00
 0.00029650000,0.00
 0.00029700000,0.00800
 0.00029750000,-0.00800
 0.00029800000,0.00
 0.00029850000,0.00
 0.00029900000,0.00800
 0.00029950000,0.00
 0.00030000000,0.00
 0.00030050000,0.00800
 0.00030100000,0.00
 0.00030150000,0.00800
 0.00030200000,-0.00800
 0.00030250000,0.00
 0.00030300000,0.00
 0.00030350000,0.00
 0.00030400000,0.00
 0.00030450000,0.00
 0.00030500000,0.00
 0.00030550000,-0.00800
 0.00030600000,0.00800
 0.00030650000,0.00800
 0.00030700000,0.00800
 0.00030750000,-0.00800
 0.00030800000,0.00800
 0.00030850000,0.00
 0.00030900000,0.00
 0.00030950000,-0.00800
 0.00031000000,0.00
 0.00031050000,0.00
 0.00031100000,0.00
 0.00031150000,0.00800
 0.00031200000,0.00
 0.00031250000,0.00
 0.00031300000,0.00
 0.00031350000,0.00
 0.00031400000,0.00
 0.00031450000,0.00800
 0.00031500000,-0.01600
 0.00031550000,0.00
 0.00031600000,0.00
 0.00031650000,0.00
 0.00031700000,0.00
 0.00031750000,0.00
 0.00031800000,0.00
 0.00031850000,0.00
 0.00031900000,-0.00800
 0.00031950000,0.00800
 0.00032000000,0.00800
 0.00032050000,0.00
 0.00032100000,0.00
 0.00032150000,0.00
 0.00032200000,0.00
 0.00032250000,0.00
 0.00032300000,0.00
 0.00032350000,-0.00800
 0.00032400000,0.00
 0.00032450000,0.00800
 0.00032500000,0.00
 0.00032550000,0.00
 0.00032600000,0.00800
 0.00032650000,0.00800
 0.00032700000,0.00
 0.00032750000,0.00
 0.00032800000,0.00
 0.00032850000,0.00
 0.00032900000,0.00
 0.00032950000,-0.00800
 0.00033000000,0.00
 0.00033050000,0.00
 0.00033100000,0.00
 0.00033150000,0.00
 0.00033200000,0.00
 0.00033250000,0.00
 0.00033300000,-0.00800
 0.00033350000,0.00
 0.00033400000,0.00800
