0,00
0,09
0,25
0,45
0,79
1,53
2,30
2,71
2,86
2,46
2,38
2,14
2,23
2,25
2,30
2,37
2,45
2,52
2,59
2,66
2,72
2,77
2,89
2,90
2,95
2,99
3,03
3,06
3,09
3,12
3,15
3,18
3,20
3,22
3,24
3,26
3,28
3,31
3,32
3,34
3,35
3,37
3,38
3,39
3,40
3,41
3,43
3,43
3,44
3,45
3,98
3,21
3,06
2,88
2,72
2,59
2,47
2,35
2,24
2,14
2,04
1,95
1,86
1,78
1,66
1,58
1,51
1,45
1,38
1,32
1,27
1,21
1,16
1,12
1,07
1,03
0,98
0,92
0,89
0,85
0,82
0,78
0,75
0,72
0,70
0,67
0,64
0,61
0,59
0,57
0,59
0,51
0,49
0,46
0,44
0,42
0,40
0,38
0,36
0,34
0,32
0,30
0,29
0,39
0,98
1,25
2,20
2,85
2,69
2,66
2,23
2,28
2,19
2,22
2,29
2,37
2,44
2,52
2,68
2,71
2,77
2,82
2,88
2,93
2,98
3,02
3,06
3,10
3,13
3,16
3,20
3,22
3,26
3,28
3,30
3,32
3,34
3,36
3,38
3,39
3,40
3,41
3,42
3,32
3,21
3,01
2,88
2,65
2,53
2,41
2,30
2,19
2,09
1,99
1,90
1,81
1,73
1,65
1,58
1,91
1,41
1,35
1,29
1,23
1,18
1,13
1,08
1,04
1,00
0,95
0,92
0,88
0,84
0,89
0,76
0,73
0,70
0,67
0,64
0,62
0,59
0,57
0,54
0,52
0,50
0,47
0,49
0,42
0,40
0,38
0,36
0,34
0,32
0,30
0,28
0,26
0,24
0,22
0,21
0,19
0,16
0,13
0,10
0,09
0,07
0,06
0,05
0,04
0,03
