2,27
2,28
2,30
2,28
2,18
2,13
2,08
2,04
2,00
1,96
1,92
1,88
1,84
1,81
1,77
1,74
1,89
1,66
1,63
1,60
1,57
1,54
1,51
1,49
1,46
1,44
1,41
1,39
1,36
1,34
1,38
1,28
1,26
1,24
1,22
1,20
1,18
1,16
1,14
1,12
1,10
1,09
1,07
1,05
1,02
1,01
0,99
0,98
0,96
0,95
0,93
0,92
0,90
0,89
0,88
0,86
0,85
0,89
0,82
0,80
0,79
0,78
0,77
0,76
0,75
0,73
0,72
0,71
0,70
0,69
0,68
0,68
0,65
0,64
0,64
0,68
0,79
1,37
1,86
2,61
2,97
2,98
2,80
2,84
2,57
2,38
2,99
2,30
2,21
2,20
2,17
2,35
2,31
2,12
2,06
2,07
2,18
2,12
2,14
2,18
2,22
2,24
2,27
2,30
2,33
2,36
2,39
2,42
2,44
2,47
2,50
2,52
2,54
2,58
2,60
2,62
2,64
2,66
2,68
2,70
2,72
2,73
2,75
2,77
2,78
2,80
2,82
2,84
2,86
2,87
2,89
2,90
2,91
2,93
2,94
2,95
2,97
2,98
2,99
3,00
3,01
3,02
3,04
3,04
2,98
2,98
2,92
2,86
2,80
2,75
2,69
2,64
2,59
2,54
2,49
2,48
2,38
2,34
2,29
2,25
2,21
2,17
2,13
2,10
2,06
2,02
1,99
1,96
1,92
1,89
1,84
1,81
1,78
1,75
1,72
1,69
1,67
1,64
1,61
1,59
1,56
1,54
1,50
1,48
1,46
1,43
1,41
1,39
1,37
1,35
1,33
1,31
1,29
1,27
1,25
1,23
1,21
1,19
1,17
1,15
1,14
1,12
1,11
1,09
1,08
1,06
1,05
1,03
1,02
1,00
0,98
0,97
0,96
0,94
0,93
0,92
0,90
0,89
0,88
0,87
0,86
0,85
0,84
0,83
0,81
0,80
0,79
0,78
0,77
0,76
0,75
0,74
0,73
0,78
0,94
1,79
2,57
2,89
2,78
2,73
2,69
2,81
2,80
2,30
2,26
1,86
1,89
2,21
2,15
2,11
2,13
2,10
2,08
2,12
2,13
2,17
2,19
2,23
2,27
2,30
2,33
2,36
2,39
2,41
2,44
2,48
2,50
2,53
2,56
2,58
2,60
2,62
2,64
2,66
2,69
2,71
2,73
2,75
2,77
2,78
2,80
2,83
2,84
2,86
2,87
2,89
2,90
2,91
2,93
2,94
2,95
